0,1,2,3,4,5,6,7,8,9,y
-8.901,-5.198,-7.277,-0.329,-9.462,4.795,9.663,-3.989,-9.609,9.022,-206.80994599999997
-3.585,6.925,-9.762,0.684,-8.737,-6.871,-2.71,-7.676,7.063,-7.176,-243.53241000000003
1.849,4.629,-9.773,6.044,-6.864,-8.319,3.399,-2.341,-8.112,-3.922,-196.36951000000002
1.093,2.66,6.963,3.018,-1.221,-5.345,-2.803,0.698,-8.328,8.425,62.752072000000005
0.403,-5.263,-6.847,7.564,8.32,5.433,-1.28,8.466,0.745,-2.112,102.50943099999998
-7.005,2.056,-4.609,3.446,-5.947,-3.141,-5.657,-5.335,5.949,-2.185,-160.04597999999996
-6.632,6.995,-9.749,-4.815,-0.947,1.312,-6.905,4.394,8.659,-7.178,-105.09271200000003
-4.325,-3.639,8.134,5.363,-8.656,0.459,0.461,-7.697,9.173,6.031,53.04626900000002
-0.708,-6.905,-7.481,-8.732,8.392,-9.761,4.998,-5.93,9.262,-0.078,-130.30367199999992
-9.769,-9.819,9.502,4.583,4.425,-0.415,-7.38,2.278,6.669,-8.06,-11.00343999999999
5.76,6.191,9.388,9.802,4.303,-6.643,4.321,-8.182,7.364,-5.122,217.66808800000004
5.589,-7.952,-8.689,5.032,-3.386,-7.21,-5.848,5.817,6.948,-2.551,-78.261162
-1.37,-7.662,-2.594,-1.327,-1.644,-9.97,-1.648,5.963,0.028,-7.823,-182.698869
4.555,0.105,2.539,-4.821,1.768,-8.16,-3.051,8.499,0.546,6.47,99.42965799999999
-2.043,-2.992,-8.476,-1.426,5.198,-8.059,4.111,-5.298,-0.837,0.751,-156.859137
-9.86,1.877,-3.113,5.925,4.904,6.009,-6.035,6.012,-6.22,-6.758,-52.08194300000002
-4.537,5.415,6.7,0.022,7.626,8.233,-2.63,-5.616,-7.91,8.897,114.06515999999999
-8.442,8.394,5.112,1.39,-2.784,1.066,-0.275,-8.178,-3.803,3.881,-25.542330000000014
8.129,3.221,8.024,4.003,1.605,5.066,-2.275,-3.846,-3.45,9.329,219.05388799999997
-5.383,-2.474,-5.629,5.102,7.223,-5.178,3.328,6.722,-2.405,-6.436,-34.495014
-5.685,-3.407,-4.591,-7.251,-8.308,6.591,-3.006,-1.165,3.373,-8.674,-252.033121
-4.525,3.062,8.98,-0.636,-3.228,9.388,1.679,-2.989,-2.104,3.483,93.11716900000003
7.662,-8.752,6.043,0.565,7.382,-8.322,-0.392,6.519,-4.321,-8.387,16.104113000000005
4.639,9.18,9.701,-0.962,9.592,-6.404,0.499,-9.178,0.534,3.654,177.042448
-5.283,-9.556,4.373,0.757,7.531,7.894,-7.155,2.675,1.102,-8.76,-33.36372699999998
-1.709,3.165,7.306,-9.582,-2.27,-9.889,5.871,-2.363,-3.748,1.576,-64.237298
-0.071,-1.445,-7.693,-3.905,-1.141,5.215,5.512,5.304,4.425,-7.143,-32.68640499999999
-6.948,3.976,-4.047,8.968,-1.384,-3.693,-5.725,4.229,-8.047,-6.765,-132.71112200000002
7.896,-5.237,-5.729,-1.784,5.888,-4.682,-7.804,1.189,7.949,9.465,65.57557899999998
-7.24,3.513,-1.48,9.375,-4.135,3.189,-5.497,-0.812,-4.349,-0.608,-60.793158000000005
-5.001,7.749,6.997,7.92,-7.037,6.647,2.265,7.744,-1.128,9.051,271.89397599999995
-9.314,8.337,-5.066,4.84,-5.312,-2.198,-6.121,-5.1,-9.222,3.216,-197.043291
2.779,-1.926,8.893,-3.002,3.485,-3.586,6.718,-8.511,-7.24,-5.952,-64.97465199999996
-8.033,-4.505,3.247,-4.262,-8.332,-4.811,0.947,2.434,-1.13,7.514,-102.741986
0.497,3.404,3.34,-2.727,-0.677,7.372,-3.592,-3.714,-4.551,5.677,27.81579499999998
-8.482,-2.973,7.325,2.986,-3.797,-9.827,-0.331,3.295,0.299,-2.13,-55.307939999999995
-7.81,-2.885,6.125,3.395,-0.76,1.627,-5.912,-8.446,2.463,7.315,-20.927846999999986
-8.502,-9.731,5.865,-3.162,-3.803,-1.012,2.444,-5.397,-2.895,-5.619,-229.419502
-0.287,-3.322,-2.776,2.776,-8.961,-4.723,6.772,7.073,9.337,9.269,119.98002899999999
-9.769,9.228,1.17,-4.315,-9.631,-3.678,-4.019,-6.0,-7.881,-1.729,-262.581342
-5.992,-4.923,-8.16,5.243,-2.587,-4.12,7.556,0.705,7.716,1.081,-38.473570000000024
9.682,-4.071,6.392,7.866,4.411,-7.795,-6.307,-8.104,1.128,5.966,90.29100199999996
-8.57,-9.105,-9.875,-1.116,-1.813,2.763,-7.967,-3.459,1.319,1.498,-281.58572000000004
-3.094,-8.746,-8.441,-2.677,5.627,-0.11,-9.883,-9.934,6.158,-4.794,-274.73761600000006
-8.075,-5.757,-8.177,-8.089,-6.901,6.87,-3.39,3.109,8.927,-4.287,-200.71577899999997
-0.809,-9.121,6.553,-3.179,-1.486,-8.576,2.453,0.703,2.016,5.798,-11.61210800000002
6.701,6.068,-5.144,7.876,7.732,3.999,-6.424,-8.97,0.979,-5.947,26.045508000000034
-4.81,-0.862,3.706,0.011,-3.671,8.133,9.126,5.744,4.586,-4.668,119.28500100000002
-8.084,-2.288,-5.639,-7.975,7.15,1.053,-6.954,6.609,2.851,-0.14,-83.744682
-8.58,-2.227,0.827,-2.251,7.062,1.306,-4.404,1.168,3.267,7.85,47.724422000000004
-9.616,3.782,0.329,-9.478,-2.696,1.361,-6.318,-4.588,-5.454,0.934,-229.431108
4.525,7.811,-4.147,-6.189,5.596,-5.201,-3.035,-8.705,-0.392,-3.723,-107.49738299999999
-7.903,4.785,-1.444,9.349,-5.468,3.212,-5.467,9.515,5.812,3.429,138.481857
1.653,-3.194,-8.673,1.787,-9.423,-6.6,9.903,-6.833,8.036,0.753,-122.10508600000001
5.648,-4.347,3.832,3.732,-2.205,-6.495,7.767,-1.56,-1.874,2.293,50.322620999999984
-0.543,9.209,1.219,5.406,1.956,-8.04,6.112,-1.554,-4.856,-7.606,12.467410999999998
0.162,-4.101,-3.257,0.886,2.97,7.698,2.171,-9.207,-6.732,-6.965,-165.433882
0.634,-4.65,7.453,-1.472,7.65,-3.619,-9.42,-5.744,9.844,5.912,88.011328
-9.168,-7.505,-0.14,-5.213,-4.966,-8.233,6.769,2.158,3.765,-9.443,-220.85096199999998
0.42,-1.028,2.306,-5.432,7.675,-2.087,-8.115,-1.472,-0.962,-5.955,-87.652333
3.475,3.07,1.293,-1.447,7.293,0.955,0.801,4.47,-6.75,-4.77,61.66317499999998
4.204,-7.358,3.911,-1.08,-6.244,-5.249,-2.529,-5.804,-7.94,2.249,-186.22078
4.822,-6.264,-8.77,7.627,2.718,-3.536,-8.817,-8.03,-1.681,2.199,-160.600706
-5.234,4.335,-7.115,-9.544,-5.485,6.358,-6.884,-8.5,-8.918,7.743,-277.01556600000004
5.179,-8.444,6.88,-5.301,-3.907,-8.628,7.301,-8.953,3.495,9.667,-13.457975999999988
-3.773,4.893,7.646,9.639,5.917,-6.86,-4.505,5.442,6.746,8.974,306.14858100000004
9.348,9.032,1.796,-5.142,6.781,-1.116,-6.87,-3.222,-4.08,3.318,78.51688900000003
-0.036,5.571,-6.537,1.001,2.235,9.46,-8.346,-2.119,0.633,9.699,64.83864799999999
-7.642,9.223,-5.827,-1.025,-7.15,8.755,-8.385,-2.473,6.658,-5.023,-105.34351199999998
8.308,-0.53,-1.725,-9.965,2.24,2.215,-5.362,1.808,7.925,-0.073,40.603321
-2.862,-4.563,-8.842,9.406,7.362,-0.958,-2.119,-4.122,-4.061,-4.644,-135.605149
4.858,-7.086,0.055,8.462,5.497,5.2,-9.893,-8.816,-6.367,-7.9,-133.58423800000003
-4.062,0.113,1.185,4.972,5.859,-6.47,-0.531,5.193,1.53,3.433,110.89797100000001
-1.227,5.503,-3.369,-9.138,-9.309,7.444,-7.805,-2.485,3.133,-3.051,-159.82285599999997
7.011,8.106,2.788,-7.521,9.624,8.316,6.714,-0.144,-9.161,0.012,160.05132300000008
3.07,5.097,4.451,-3.811,1.773,2.667,7.9,-7.391,-1.916,-0.624,61.657855000000005
5.634,7.658,6.373,-0.972,8.994,-9.661,-6.933,1.879,2.705,-1.334,153.160461
-9.433,-6.353,-7.58,4.258,-9.828,4.612,0.699,7.097,4.215,-2.436,-118.83288800000004
-5.498,5.444,-8.014,-5.051,1.458,-5.746,8.325,7.029,-9.151,5.818,-51.980483000000014
2.024,-8.793,-0.724,-3.082,-6.378,-9.036,6.484,2.552,-5.386,-8.917,-229.311347
2.18,9.528,-5.322,3.953,8.869,9.705,-5.092,5.457,-0.02,-0.684,196.533463
7.246,-8.86,-9.471,9.011,2.715,-4.045,3.09,-4.206,8.958,-8.212,-51.79101100000001
-7.106,5.19,-3.905,-8.162,-0.106,9.162,-6.143,-1.181,2.264,8.72,-19.301347000000007
0.496,-9.513,-1.11,6.728,-5.348,9.078,-3.097,-0.637,4.308,3.623,18.50752
-5.992,-6.655,6.936,-0.411,-4.01,-8.413,-3.798,-0.953,-2.96,2.065,-141.171389
-1.393,-6.439,-0.477,-3.248,1.826,-4.304,-2.47,-1.809,5.228,2.705,-62.70169400000002
-4.293,8.121,-1.758,-6.347,-4.682,1.413,3.863,-0.466,-4.873,-2.459,-98.926755
-9.083,-7.107,-5.888,-1.384,-0.278,-7.118,4.383,3.43,-4.611,-9.08,-271.38853800000004
8.133,9.97,-6.031,3.869,2.415,8.673,6.426,-3.147,-5.007,0.991,140.43505699999997
-7.74,2.403,5.434,-5.886,-8.006,-3.324,-6.224,-0.669,-8.189,-9.397,-281.57241899999997
-5.262,-0.606,2.781,2.221,1.15,6.195,2.739,-4.594,7.116,-2.174,62.642723000000004
-7.511,3.533,5.109,-8.033,-7.62,5.461,-3.198,6.227,7.681,0.632,42.54707500000001
-1.254,-8.429,1.864,2.335,5.899,-2.517,-7.815,8.273,9.612,-6.8,49.97534
-3.068,-1.143,-8.078,3.881,9.287,-2.48,-8.618,6.666,-3.765,2.788,-22.84415099999999
-5.904,-0.824,-2.743,8.87,-5.809,-0.262,3.411,-6.527,9.505,-2.296,-30.091016
9.973,9.378,2.233,-2.999,-2.366,-9.746,1.141,1.615,-2.56,6.845,116.55177699999999
2.801,3.439,-8.21,5.609,-9.461,-9.785,-4.723,3.187,9.163,4.702,-7.522199000000022
5.712,1.872,5.335,-4.45,-8.428,-6.025,-3.37,-2.641,1.231,-2.654,-77.51608000000002
-1.202,-2.384,2.054,7.261,-4.47,3.742,6.78,6.878,5.414,-9.676,105.14461
-7.361,9.331,-6.724,0.237,6.689,-1.545,7.537,0.316,2.911,-3.31,44.533159
-2.996,7.383,-0.382,-6.559,-0.68,3.896,1.359,-3.787,-8.642,-4.273,-128.24928599999998
5.519,7.584,9.49,-1.323,-4.05,6.768,-9.222,-2.015,-5.917,-8.518,-0.9115469999999846
-8.721,1.39,2.024,-5.336,4.626,2.877,-0.79,-8.196,7.206,-8.979,-101.89573599999997
-9.845,-4.564,-5.692,-0.096,-1.089,-4.624,-3.039,2.932,4.249,-8.362,-208.27106700000002
3.429,9.685,3.832,-0.6,8.779,-4.96,-6.824,2.327,2.986,-3.392,147.260256
5.168,-9.376,2.361,5.959,-9.269,-7.194,-6.488,6.927,0.718,-0.868,-55.10234300000001
-2.544,1.078,7.005,-5.489,2.6,-2.774,-4.772,-1.059,7.55,4.535,81.380105
-5.302,-5.596,-0.276,5.1,-9.22,9.674,-9.61,-1.912,6.332,6.609,-30.904851000000022
3.668,7.386,-0.923,0.032,-2.511,-2.607,-2.819,0.432,3.058,5.923,94.62846100000002
7.968,-0.687,3.07,-6.677,-1.14,-5.178,-2.295,-6.361,-5.765,2.818,-102.80933900000001
-2.481,-3.921,8.367,1.849,-7.797,-4.201,0.791,-0.392,3.938,2.219,16.156268000000004
-0.847,-5.925,3.67,-3.789,7.747,1.598,-7.678,-0.155,9.375,7.186,109.274552
8.858,2.177,6.148,5.026,9.653,6.17,-4.228,3.401,-6.051,4.588,268.26615100000004
1.552,-4.838,3.164,5.389,8.887,4.579,9.835,2.399,1.696,3.59,254.21144199999998
9.304,-0.704,5.551,-1.767,2.385,5.925,-9.572,-1.511,-4.213,4.567,79.20434600000003
4.153,-0.96,7.542,1.359,1.241,7.073,3.339,1.903,-2.932,-7.258,108.988631
-8.45,-4.478,-4.86,-6.775,8.025,8.301,-0.203,-7.675,0.6,-4.566,-178.476548
-9.71,2.121,1.383,-0.51,-2.956,-9.875,-1.608,1.143,-5.459,-1.062,-167.38369600000001
2.791,-8.42,-0.5,-3.057,9.957,-3.985,6.385,5.731,0.151,-8.219,9.32139200000001
-3.8,-2.888,-6.819,7.271,-7.334,1.352,8.375,-9.61,-3.188,-9.521,-240.8498
2.247,-2.572,3.564,8.835,5.012,2.689,9.21,-7.403,-1.718,-0.949,113.75848399999998
-0.881,2.732,9.434,-3.32,8.878,0.108,-9.276,7.77,6.179,-1.52,202.588409
0.831,-6.081,-3.735,0.346,-7.556,-0.138,5.165,-4.059,9.042,-8.929,-129.708543
-3.335,6.426,6.795,6.601,-1.311,3.138,-5.689,-3.332,-1.074,-1.102,67.25719700000002
5.721,-7.422,0.157,-2.534,-1.683,-1.381,-5.491,8.027,0.916,-1.746,-20.650279000000012
4.559,-5.968,3.508,3.654,4.81,4.205,-8.792,-3.179,-3.508,-1.165,-10.265154000000006
1.876,9.68,-6.018,-9.647,4.518,-0.059,6.052,-3.364,-4.24,7.891,19.740429000000006
-9.521,-2.972,-7.606,3.595,4.497,5.661,-6.131,1.969,-7.657,2.766,-128.08171500000003
4.652,-4.705,9.257,9.398,-8.631,4.39,-5.822,-3.615,-8.668,-5.473,-64.23762200000002
-7.173,-4.49,2.251,-4.964,7.326,-5.028,-1.898,6.785,8.449,-6.282,2.545928999999987
-8.934,-6.122,-3.952,4.846,-4.207,-8.734,-8.648,2.475,-9.639,-8.306,-355.987675
-9.16,-0.433,-2.501,-4.368,2.654,-5.86,-9.507,6.607,8.085,8.508,0.2558209999999903
0.106,-9.206,8.389,-5.6,-1.035,9.678,0.877,9.8,-4.064,0.419,77.99192100000002
-8.687,-1.43,-1.932,1.969,4.826,8.773,-5.365,-6.28,6.312,-8.65,-88.18304599999999
1.076,-1.753,-5.329,-7.524,6.708,1.452,-3.128,-7.311,-9.467,-4.118,-243.75346
-7.644,8.35,8.091,-2.38,-4.962,-3.01,5.343,-9.602,-8.786,4.004,-77.88775299999999
8.959,2.607,-3.739,-8.885,-3.236,-2.568,4.801,-0.738,4.883,1.496,12.532780000000002
-9.123,8.827,4.442,7.874,6.646,6.862,-8.326,-9.558,7.487,-2.606,101.85820300000002
-7.227,-9.142,9.084,3.367,-4.964,6.228,-7.726,9.144,-6.91,-9.756,-101.30714100000002
-4.354,-0.031,4.672,0.667,6.466,-1.217,7.574,-4.532,-0.897,1.725,71.67858900000002
4.648,0.256,8.987,8.107,-6.708,-5.989,4.266,3.167,8.3,-5.566,174.15789999999998
9.086,-8.91,-0.944,-7.988,-3.609,6.997,5.296,2.475,3.123,-0.596,11.282859000000002
-3.125,3.642,-3.533,-1.37,9.122,-3.978,-9.484,-9.724,3.605,3.372,-76.295825
-2.28,-9.378,-3.057,8.84,-0.931,0.939,-6.445,8.181,2.368,-8.171,-58.754677000000015
-1.644,4.67,-8.405,1.055,4.553,2.552,-7.646,-7.563,2.415,-1.672,-104.43596099999998
1.452,-6.679,2.442,7.325,-1.686,5.634,-7.479,9.019,-2.668,1.737,82.30345999999999
0.217,-4.727,-2.62,7.721,6.596,9.598,-7.387,4.833,-1.578,7.816,144.63516799999996
-4.492,-9.152,0.108,1.382,2.676,7.045,-4.079,4.347,-2.752,-4.782,-72.09450500000001
-6.32,-0.434,5.974,-7.842,-6.231,-9.794,9.094,-9.148,2.276,-1.881,-169.31248599999998
-0.952,4.252,-6.233,-0.77,-1.074,-4.944,-6.172,6.452,-8.883,3.415,-100.92796299999999
9.242,8.842,3.582,1.482,1.267,6.785,-2.179,4.886,0.762,-4.526,222.724442
-5.562,2.104,9.609,0.251,2.181,8.81,3.081,-4.22,-4.853,6.641,127.48804700000002
-4.482,1.0,1.854,9.966,6.703,3.711,-0.412,4.671,2.804,-9.489,129.54900799999996
-1.974,-1.513,8.061,-9.997,5.722,5.365,-9.503,0.831,-8.067,3.669,-33.409155999999996
7.745,9.175,-5.233,6.907,2.251,-5.057,-1.106,5.629,7.847,-5.786,174.021316
5.339,-0.4,-2.334,-8.613,6.29,4.054,-1.88,8.51,3.745,-2.678,91.72008100000002
8.793,-6.009,8.794,-2.847,2.247,-7.458,0.987,-3.64,-2.659,1.613,18.295205999999993
-1.424,1.84,9.44,-3.57,7.08,-7.093,-6.453,-1.948,-4.01,-2.473,-21.695832000000003
3.631,-6.964,-8.18,-7.31,3.75,-6.687,-2.104,-7.155,-7.605,-2.901,-326.43628000000007
6.712,-6.553,3.903,7.56,-6.496,-5.072,5.276,-9.165,5.139,-3.58,-22.829357999999992
-4.441,6.137,-6.945,-0.842,7.296,-8.832,2.674,1.195,2.339,-4.481,-38.414184000000006
2.729,-4.906,-7.522,9.418,-6.755,3.569,5.165,1.914,-7.519,-4.347,-100.57516199999999
2.886,-3.373,8.201,8.126,-8.769,-7.247,-9.211,3.526,6.49,6.71,107.757228
5.789,9.515,-2.238,4.954,-3.523,-4.444,7.44,-2.647,-4.112,-3.279,35.291139000000044
8.444,8.933,-0.066,3.938,-9.217,-9.924,8.501,-9.678,2.869,-7.692,-42.225742
-2.115,-8.603,7.531,-4.148,5.19,-9.112,-2.824,5.75,9.013,-2.955,39.145849999999996
-1.924,2.441,0.182,5.045,3.835,3.68,-7.198,-8.315,9.845,0.674,63.485353000000025
-3.078,-0.248,-7.872,2.792,4.646,4.446,4.509,-2.936,-7.981,1.902,-69.455015
-3.034,1.608,5.95,9.502,-9.848,8.2,-0.679,-7.948,-6.066,9.401,35.27695199999998
6.849,-2.451,4.444,8.068,-9.483,-4.009,0.043,2.457,-6.907,-5.748,-41.29322700000003
5.779,0.837,7.16,6.274,5.994,-3.543,-2.817,7.343,-2.087,-2.329,199.614211
4.569,-0.12,8.573,6.832,-9.647,-3.009,-7.782,3.414,-8.056,3.988,22.268353999999995
-8.282,-0.708,3.966,-9.676,2.112,-7.07,8.697,8.059,2.196,4.879,59.365448
-3.25,0.976,7.909,-2.739,-6.802,2.962,-6.297,-4.947,-4.769,5.471,-71.48594199999998
-6.262,8.939,-8.503,-0.453,5.031,0.443,-9.093,7.012,-4.581,3.207,-24.11710500000001
0.665,4.533,-7.309,-4.783,-6.927,-7.907,2.619,-5.316,-3.473,0.212,-220.590709
3.308,-2.285,-1.948,5.599,-5.483,-0.079,-0.125,-1.671,9.092,-1.434,33.519736
4.066,-1.68,6.722,8.92,-4.83,-1.3,9.17,9.601,-2.075,8.38,283.749854
5.878,2.532,3.056,2.266,-5.9,5.29,-8.225,-0.436,2.39,-0.608,52.389769000000015
-0.24,2.287,-5.07,-9.425,-3.772,-7.64,-2.347,6.307,-4.941,-4.274,-202.17014300000002
1.516,8.66,0.364,2.242,-3.374,1.148,6.571,-5.504,-4.737,-5.722,-16.408126999999993
-4.264,-8.771,1.067,-9.028,0.425,4.461,3.427,-6.474,-0.295,9.878,-88.28311199999999
2.368,7.351,-5.274,6.37,-7.922,-3.304,7.567,-2.95,-9.394,-1.674,-82.69277299999999
-0.799,-0.053,-6.705,-0.599,5.353,9.891,9.549,0.263,-4.643,1.93,53.32477699999998
-5.102,-9.994,-2.524,-5.005,-4.723,-5.899,9.951,-5.366,4.308,-0.818,-198.265928
7.564,6.362,8.014,5.907,-2.616,-8.283,3.772,-8.714,6.113,-7.018,96.18741199999997
5.291,8.794,5.032,-1.187,-5.38,-5.728,-6.371,4.158,7.226,5.914,172.085822
3.536,-0.991,3.978,-7.135,5.064,-9.317,3.62,-9.295,2.172,2.726,-32.95702799999999
6.834,-4.482,-4.985,-5.679,-8.555,-9.269,2.663,8.926,8.547,-5.408,-68.58502600000001
-7.162,-9.127,1.007,3.654,2.328,-3.413,-3.589,2.636,0.48,9.196,-5.9084390000000155
-3.295,7.098,5.673,1.822,1.213,0.103,8.744,9.042,1.457,-5.138,211.921548
-4.017,-0.261,-2.453,0.508,9.883,-7.023,-7.148,-4.45,-4.462,2.6,-109.83188000000001
-5.673,-7.719,4.346,5.444,3.994,-8.992,5.524,1.809,-5.402,2.604,-9.957763000000007
-7.283,6.998,-1.518,8.252,-8.568,4.171,4.479,5.969,0.25,6.21,133.672004
8.036,-0.773,-2.424,8.98,7.885,8.639,-3.149,0.12,3.132,2.942,227.182024
-3.665,-2.958,-7.609,-7.392,9.186,-1.365,2.885,-5.612,7.423,3.118,-61.01468000000001
6.463,-0.469,-7.272,-6.047,-7.345,8.171,-9.89,-8.379,8.329,-5.385,-187.91634700000003
2.547,-7.64,-1.32,4.112,-9.538,8.465,7.843,4.591,-7.81,5.912,17.43025800000001
-7.343,-0.811,9.577,-1.539,3.413,-4.469,7.404,9.703,0.917,9.999,236.91821299999998
-2.711,5.172,-9.712,-6.01,5.879,-3.204,3.327,1.051,-7.671,8.1,-63.78411500000002
-0.197,6.131,-9.308,4.979,-2.21,-6.902,9.841,-2.91,2.717,-8.654,-74.29303
-9.315,6.545,8.547,-3.124,9.539,-6.763,-9.212,-9.561,7.476,5.762,47.576586000000006
4.699,0.319,1.247,-5.459,-0.497,2.484,-7.427,-5.615,8.99,9.159,65.24283400000002
2.702,8.047,-5.763,8.406,-6.824,1.042,-3.514,-7.12,8.764,-5.4,-13.330390000000016
0.114,5.495,4.834,8.26,-4.19,-6.979,7.159,-7.023,1.419,2.559,88.96363599999998
8.503,-1.333,-8.455,3.443,7.598,-3.56,-5.303,-8.597,6.033,-5.189,-66.83895299999998
8.462,-9.243,6.499,-7.536,-5.521,6.919,-0.187,9.111,-1.577,9.665,129.634887
8.403,7.232,-9.587,-4.41,1.191,-4.89,-5.597,-5.818,5.061,1.626,-61.667047000000004
-7.937,-6.946,-8.508,1.005,7.575,-0.304,7.959,6.196,8.657,6.085,92.070444
7.636,-5.16,7.672,8.463,-3.589,8.357,5.254,0.875,-9.982,9.666,195.214693
1.945,-2.376,8.613,-6.304,-7.661,2.375,4.37,3.997,-6.732,-0.424,-10.368217999999988
-7.47,-6.851,9.216,9.811,-2.084,-2.204,-8.162,-5.49,4.476,-2.205,-43.974095000000005
-5.046,-3.084,-4.566,-9.139,3.251,2.14,-0.127,-0.621,8.022,7.227,-18.26103099999999
3.325,-2.461,-8.422,3.04,-2.636,-9.188,-4.393,1.992,8.818,6.29,-13.735655999999999
6.231,6.746,-7.034,-9.908,-7.649,-3.782,8.905,0.268,6.706,4.609,16.616830000000007
0.115,-5.62,3.567,9.471,2.83,9.857,-0.793,-6.989,-4.607,-4.805,-2.2527609999999854
-9.251,2.939,8.885,-7.113,-1.919,7.541,-2.862,5.864,8.476,1.042,132.026566
-6.068,0.025,-5.116,5.318,4.244,6.718,4.888,-7.112,-8.031,-1.471,-93.32697300000001
-6.471,2.549,-2.967,0.494,1.239,-1.109,-1.768,-5.41,1.473,-8.938,-158.389794
-2.77,9.808,1.787,-2.743,6.632,9.032,-6.399,-7.634,7.209,7.094,158.552371
8.333,4.541,3.043,4.419,9.421,-1.146,2.01,3.921,-5.229,-9.855,146.11510299999998
-8.573,9.303,-5.031,-2.771,2.181,9.438,7.724,-8.658,1.847,4.912,30.98253200000002
-4.147,2.198,4.513,-6.739,-0.895,5.029,1.214,7.349,6.595,7.548,185.120048
7.96,-4.062,6.399,3.085,-1.991,1.283,0.471,-8.997,9.924,-5.397,63.36039500000001
-3.906,-9.358,-2.464,-3.292,-3.755,-3.536,-3.688,-7.454,8.641,-2.747,-228.147086
-4.081,0.639,-7.179,-7.068,-2.837,1.4,9.987,-9.632,6.204,-3.833,-162.27363200000002
-0.838,0.714,-6.478,3.731,-1.949,-4.984,-5.169,-6.917,-6.164,7.583,-161.594733
2.631,8.468,-7.01,9.645,-7.557,-2.955,6.733,-3.849,0.347,4.025,48.419738
-2.514,-5.143,2.885,1.981,-0.951,1.567,5.993,1.263,6.242,0.686,89.90040200000001
6.007,-2.26,3.646,7.224,-0.906,-3.764,-3.137,9.869,-8.924,8.825,145.68211699999998
-9.834,3.278,8.038,6.761,-4.675,3.591,8.757,-9.228,6.171,-8.18,27.94166200000003
-8.619,-3.278,1.948,-5.89,2.707,-4.797,-7.669,-2.74,-8.947,-2.858,-274.717829
2.441,-3.407,-3.778,-7.379,8.726,7.383,9.214,7.847,0.252,-1.035,123.16115
-1.561,-5.348,3.183,8.422,-6.887,1.878,-8.038,1.38,-3.508,-7.877,-121.412283
3.814,7.444,-0.376,-1.779,-9.138,-2.458,1.006,9.952,-8.599,9.622,77.258888
-2.125,-9.431,5.916,1.087,9.601,3.835,0.407,-8.825,-0.48,8.339,56.27472600000003
4.732,-9.208,2.858,8.432,-4.513,-9.85,-5.172,-8.824,2.443,4.583,-88.96336400000001
-3.781,-8.831,3.896,-1.793,2.715,-2.079,-9.931,-3.613,-9.658,6.809,-174.71201200000002
-6.069,7.033,-8.557,-1.38,1.503,-6.423,9.024,7.88,-2.066,2.391,18.011679000000008
-6.39,-3.667,3.253,-1.424,-2.639,-0.712,3.625,6.256,-9.849,1.808,-64.03894399999999
-9.151,-7.803,-6.236,-3.07,0.991,-8.354,-9.602,0.48,5.982,3.615,-215.327665
-2.953,0.835,-9.709,1.046,6.699,-3.106,-6.352,8.816,4.923,-4.594,-18.772458
-1.153,-9.88,-9.398,2.53,-1.83,1.501,-5.796,1.49,9.429,-2.495,-120.97311200000001
-5.415,-2.292,-2.362,0.617,-6.057,9.381,3.882,9.144,-8.92,-0.065,-36.664308999999975
-6.948,-4.482,8.049,1.793,9.667,7.81,3.62,3.905,-6.357,-3.862,100.36860099999997
3.242,-0.268,-1.629,-7.64,5.889,3.786,0.336,9.871,-5.414,-9.258,-10.93941499999999
-2.191,-5.415,6.438,-1.636,1.643,8.36,-8.109,2.811,9.245,-4.678,71.373403
-3.032,9.411,0.208,-8.322,9.189,3.655,-8.291,-0.093,-1.823,-2.943,-4.960027000000007
-5.45,3.535,-7.978,-9.518,-2.489,3.272,4.213,-3.934,6.998,-8.755,-175.84375700000004
-6.313,-8.978,1.747,-6.794,-1.564,-0.654,-3.785,2.737,1.182,2.348,-128.03381199999998
9.94,1.814,0.577,8.94,6.041,-5.116,-6.705,-4.392,6.533,5.665,186.931145
9.809,2.747,-0.358,9.854,3.242,5.581,8.198,0.802,-5.705,-8.704,152.43802700000003
-3.537,-7.184,0.156,6.345,0.42,4.127,-7.172,-0.712,9.431,0.38,28.250782999999988
-3.539,-1.819,-0.726,-0.348,3.484,-4.189,-5.391,4.874,-3.303,2.391,-40.621433000000025
8.559,-9.433,2.794,2.966,7.168,5.602,-8.064,-6.983,8.366,4.738,115.70270100000002
-3.212,9.445,4.941,-2.472,-9.146,3.0,0.851,0.056,-9.851,-5.562,-90.541561
2.732,-0.419,-5.554,-6.561,0.309,2.611,1.071,-2.874,-9.067,-1.976,-177.316302
-2.521,9.152,-2.375,-5.76,0.087,3.613,-2.076,-9.424,6.386,-8.093,-96.25301699999999
-0.966,-9.354,-8.119,-3.112,-0.414,-6.552,-0.659,1.572,4.86,-3.148,-189.64034899999996
-9.651,5.188,-8.071,-2.283,3.877,8.789,-7.573,-7.562,-8.422,-6.943,-273.79260999999997
6.881,-3.114,9.843,-5.62,-8.569,0.523,4.336,-3.404,6.512,-0.436,59.70888600000001
-4.543,9.834,2.078,7.176,-8.694,7.214,-1.503,8.604,-5.066,-3.523,88.50741899999997
-9.905,-8.996,5.544,2.021,-9.604,-9.802,6.107,4.294,6.326,-4.286,-98.69791600000002
0.462,9.407,5.028,3.788,6.566,9.65,-8.826,-6.906,7.509,2.908,222.63403599999998
